aX,aY,aZ,gX,gY,gZ
-0.849,-0.546,0.887,11.047,-36.865,138.123
-0.860,-0.547,0.792,26.062,-23.437,127.625
-0.850,-0.536,0.695,38.208,-20.203,123.413
-0.827,-0.503,0.710,49.072,-22.461,113.403
-0.816,-0.351,0.811,46.509,-24.719,107.422
-0.811,-0.252,0.880,32.104,-28.625,88.562
-0.755,-0.073,0.984,23.743,-30.212,76.660
-0.694,-0.005,1.000,15.808,-32.227,51.758
-0.538,0.026,1.016,15.198,-35.095,40.955
-0.480,0.009,1.026,11.230,-40.405,26.917
-0.448,-0.008,1.053,7.935,-41.748,23.254
-0.430,0.002,1.069,-0.305,-39.001,11.963
-0.308,-0.026,1.052,-6.531,-37.048,3.418
-0.245,-0.072,1.025,-12.024,-32.715,-6.409
-0.181,-0.153,0.981,-6.348,-27.649,-6.836
-0.146,-0.185,0.979,13.428,-14.709,-6.897
-0.059,-0.284,0.986,19.531,-10.254,-8.240
-0.036,-0.339,0.991,6.714,-10.193,-11.902
1.837,-0.796,0.227,-45.166,-37.964,19.592
1.899,-1.030,0.164,-35.706,-47.913,81.177
1.610,-1.180,0.063,-18.433,-43.640,132.568
0.927,-0.924,0.201,7.751,-56.458,197.998
0.637,-0.838,0.322,4.517,-80.017,199.646
0.108,-0.765,0.600,-1.282,-127.197,190.613
-0.201,-0.683,0.790,13.611,-134.216,193.909
-0.492,-0.567,0.987,53.650,-119.202,188.110
-0.819,-0.376,1.249,55.542,-110.291,171.082
-0.867,-0.328,1.296,23.437,-95.276,134.033
-0.949,-0.298,1.203,10.193,-80.994,123.718
-0.993,-0.292,1.105,26.062,-46.448,108.582
-0.996,-0.374,0.967,45.776,-35.278,99.487
-0.939,-0.449,0.934,71.899,-24.841,84.167
-0.803,-0.567,0.871,71.228,-23.437,80.322
-0.751,-0.589,0.863,56.274,-25.879,82.458
-0.731,-0.462,0.937,48.645,-26.550,88.318
-0.765,-0.324,0.982,30.762,-28.442,90.820
-0.787,-0.068,1.069,19.287,-31.982,80.078
-0.729,0.005,1.097,-6.287,-38.269,47.119
-0.546,0.069,1.089,-14.893,-36.743,35.034
-0.481,0.083,1.063,-15.686,-22.705,25.146
-0.400,0.092,1.006,-10.498,-13.733,21.667
-0.342,0.069,0.990,-1.526,-3.174,8.118
-0.163,-0.040,0.976,-0.488,-1.282,0.000
-0.088,-0.109,0.967,-4.395,-0.427,-10.132
-0.009,-0.214,0.936,-5.188,0.488,-11.902
0.017,-0.246,0.923,0.366,3.418,-12.207
0.083,-0.289,0.919,4.883,3.906,-11.475
0.118,-0.306,0.926,13.306,3.906,-8.179
1.857,-0.542,0.633,-43.945,-20.081,-47.913
1.891,-0.912,0.506,-1.099,4.517,19.775
1.828,-1.038,0.455,22.156,13.306,58.960
1.623,-1.136,0.495,38.635,-11.902,112.366
1.453,-1.134,0.545,33.875,-29.968,137.085
1.237,-1.097,0.581,20.325,-51.453,190.735
0.714,-0.939,0.624,13.184,-58.960,210.022
0.442,-0.845,0.651,1.892,-76.782,220.520
-0.067,-0.653,0.728,1.465,-83.923,216.553
-0.261,-0.550,0.774,10.864,-88.379,196.655
-0.566,-0.386,0.873,16.235,-88.806,182.373
-0.693,-0.344,0.923,27.588,-86.731,148.499
-0.879,-0.374,1.007,35.767,-82.703,131.409
-0.900,-0.417,1.043,48.828,-66.956,105.225
-0.845,-0.519,1.048,50.659,-55.237,100.830
-0.833,-0.542,1.007,52.307,-30.640,104.065
-0.812,-0.521,0.938,53.467,-23.865,103.699
-0.803,-0.492,0.946,51.636,-21.973,96.802
-0.774,-0.401,1.001,48.157,-20.386,92.896
-0.740,-0.347,1.025,31.006,-18.066,82.764
-0.648,-0.219,1.047,17.517,-20.447,77.148
-0.599,-0.151,1.038,-6.897,-29.907,66.711
-0.541,-0.020,1.037,-13.794,-35.034,61.646
-0.552,0.045,1.059,-15.015,-35.339,50.720
-0.556,0.148,1.100,-11.414,-29.053,42.664
-0.504,0.163,1.107,-7.935,-16.052,20.752
-0.342,0.103,1.091,-9.521,-10.315,11.230
-0.267,0.046,1.062,-14.038,0.977,-1.221
-0.166,-0.072,0.973,-14.404,4.395,-5.859
-0.112,-0.129,0.936,-7.996,5.920,-13.733
1.799,-0.582,0.507,-21.118,63.293,-35.889
2.018,-0.813,0.330,-16.724,48.340,-13.489
